key,english_source,current_telugu_translation,status,reviewer_notes
payslip.esi_get,"It pays for hospital treatment, and gives you money during sickness, injury, or maternity leave.","ఇది ఆసుపత్రి చికిత్స ఖర్చును భరిస్తుంది, అనారోగ్యం, గాయం లేదా ప్రసూతి సెలవు సమయంలో డబ్బు ఇస్తుంది.",translated,
payslip.tax_title,Income tax,ఆదాయపు పన్ను,translated,
payslip.tax_free,"Under the new tax system, yearly income up to ₹{{lakh}} lakh is completely tax-free.","కొత్త పన్ను విధానంలో, సంవత్సరానికి ₹{{lakh}} లక్షల వరకు ఆదాయం పూర్తిగా పన్ను రహితం.",translated,
payslip.tax_most,Most workers on Doondo earn below this — so they pay zero income tax.,దూండోలో చాలామంది కార్మికులు దీని కంటే తక్కువ సంపాదిస్తారు — కాబట్టి వారు సున్నా ఆదాయపు పన్ను చెల్లిస్తారు.,translated,
payslip.tax_slabs_intro,Earn more than that? Tax applies in steps:,అంతకంటే ఎక్కువ సంపాదిస్తారా? పన్ను దశలవారీగా వర్తిస్తుంది:,translated,
payslip.slab_upto,Up to ₹{{x}},₹{{x}} వరకు,translated,
payslip.slab_above,Above ₹{{x}},₹{{x}} పైన,translated,
payslip.slab_no_tax,No tax,పన్ను లేదు,translated,
payslip.payslip_title,Example payslip,ఉదాహరణ జీతం స్లిప్,translated,
payslip.payslip_for,A worker earning ₹{{wage}} a month:,నెలకు ₹{{wage}} సంపాదించే కార్మికుడు:,translated,
payslip.payslip_gross,Monthly wage,నెలవారీ జీతం,translated,
payslip.payslip_pf,PF (your savings),పీఎఫ్ (మీ పొదుపు),translated,
payslip.payslip_esi,ESI (health cover),ఈఎస్ఐ (ఆరోగ్య రక్షణ),translated,
payslip.payslip_tax,Income tax,ఆదాయపు పన్ను,translated,
payslip.payslip_inhand,Cash in hand,చేతిలో నగదు,translated,
payslip.payslip_note,"The ₹{{pf}} PF is still yours, saved for later — so your real value this month is ₹{{total}}.","₹{{pf}} పీఎఫ్ ఇంకా మీదే, తర్వాత కోసం పొదుపు చేయబడింది — కాబట్టి ఈ నెల మీ అసలు విలువ ₹{{total}}.",translated,
payslip.footer,Rates shown for the {{fy}} financial year. Government rates can change with each year's Budget.,{{fy}} ఆర్థిక సంవత్సరానికి రేట్లు. ప్రభుత్వ రేట్లు ప్రతి సంవత్సరం బడ్జెట్‌లో మారవచ్చు.,translated,
payslip.claim_section,Claiming what's yours,మీకు చెందినది పొందడం,translated,
payslip.pf_claim_title,Getting your PF money,మీ పీఎఫ్ డబ్బును పొందడం,translated,
payslip.pf_claim_1,You have a UAN — a 12-digit number that stays with you across every job. Ask your employer for it.,మీకు ఒక UAN ఉంది — ప్రతి ఉద్యోగంలోనూ మీతో ఉండే 12 అంకెల సంఖ్య. మీ యజమానిని అడగండి.,translated,
payslip.pf_claim_2,"Activate your UAN and check your balance on the UMANG app or the EPFO website. Link your Aadhaar, PAN and bank account.","మీ UAN-ను యాక్టివేట్ చేసి, UMANG యాప్ లేదా EPFO వెబ్‌సైట్‌లో బ్యాలెన్స్ చూడండి. మీ ఆధార్, పాన్, బ్యాంక్ ఖాతాను లింక్ చేయండి.",translated,
payslip.pf_claim_3,"Withdraw online — no employer signature needed for most claims. Take it all after you retire or after 2 months without a job, or take a part for medical, housing, or education needs.","ఆన్‌లైన్‌లో తీసుకోండి — చాలా క్లెయిమ్‌లకు యజమాని సంతకం అవసరం లేదు. రిటైర్ అయ్యాక లేదా 2 నెలలు ఉద్యోగం లేకుంటే మొత్తం, లేదా వైద్యం, ఇల్లు, చదువు కోసం కొంత భాగం తీసుకోవచ్చు.",translated,
payslip.pf_claim_4,Online claims usually reach your bank in about 3–5 working days.,ఆన్‌లైన్ క్లెయిమ్‌లు సాధారణంగా 3–5 పని దినాల్లో మీ బ్యాంక్‌కు చేరతాయి.,translated,
payslip.pf_portal_label,Open the EPFO website,EPFO వెబ్‌సైట్ తెరవండి,translated,
payslip.esi_claim_title,Using your ESI cover,మీ ESI రక్షణను ఉపయోగించడం,translated,
payslip.esi_claim_1,You get an ESI Pehchan card — your health ID. It covers you and your family.,"మీకు ఒక ESI పెహచాన్ కార్డు లభిస్తుంది — మీ ఆరోగ్య గుర్తింపు కార్డు. ఇది మిమ్మల్ని, మీ కుటుంబాన్ని కవర్ చేస్తుంది.",translated,
payslip.esi_claim_2,"For treatment, go to any ESI hospital or dispensary and show your Pehchan card with an ID. Care is free.","చికిత్స కోసం, ఏదైనా ESI ఆసుపత్రి లేదా డిస్పెన్సరీకి వెళ్లి మీ పెహచాన్ కార్డును, ఒక ID-ని చూపండి. చికిత్స ఉచితం.",translated,
payslip.esi_claim_3,"If a doctor signs you off sick, you can claim sickness benefit — about 70% of your wage — through your employer’s ESI office.","డాక్టర్ మిమ్మల్ని అనారోగ్యంగా ధృవీకరిస్తే, మీ యజమాని ESI కార్యాలయం ద్వారా అనారోగ్య ప్రయోజనం — జీతంలో సుమారు 70% — క్లెయిమ్ చేయవచ్చు.",translated,
payslip.esi_portal_label,Open the ESIC website,ESIC వెబ్‌సైట్ తెరవండి,translated,
payslip.claim_note,Government portals and steps can change — these are the official sites.,"ప్రభుత్వ పోర్టల్‌లు, విధానాలు మారవచ్చు — ఇవి అధికారిక సైట్‌లు.",translated,
app_lock.lock_screen_message,"Unlock with your fingerprint, face, or screen lock to continue.","కొనసాగించడానికి మీ వేలిముద్ర, ముఖం లేదా స్క్రీన్ లాక్‌తో అన్‌లాక్ చేయండి.",translated,
app_lock.unlock_button,Unlock,అన్‌లాక్ చేయి,translated,
app_lock.unlock_button_subtitle,Touch the sensor,సెన్సర్‌ను తాకండి,translated,
app_lock.or,or,లేదా,translated,
app_lock.unlocking,Unlocking…,అన్‌లాక్ అవుతోంది…,translated,
app_lock.unlock_prompt,Unlock Doondo,దూండోను అన్‌లాక్ చేయండి,translated,
app_lock.unlock_failed,Couldn't verify. Try again.,ధృవీకరించలేకపోయాం. మళ్లీ ప్రయత్నించండి.,translated,
app_lock.sign_out,Sign in with a different account,వేరే ఖాతాతో సైన్ ఇన్ చేయండి,translated,
app_lock.settings_section,App lock,యాప్ లాక్,translated,
app_lock.settings_toggle,Require unlock to open Doondo,దూండో తెరవడానికి అన్‌లాక్ అవసరం,translated,
app_lock.settings_toggle_desc,"Ask for your fingerprint, face, or screen lock each time you open the app.","యాప్‌ను తెరిచిన ప్రతిసారీ వేలిముద్ర, ముఖం లేదా స్క్రీన్ లాక్‌ను అడగండి.",translated,
app_lock.settings_unavailable,Set up a fingerprint or screen lock on your phone to use this.,దీన్ని ఉపయోగించడానికి మీ ఫోన్‌లో వేలిముద్ర లేదా స్క్రీన్ లాక్ సెట్ చేయండి.,translated,
voice_agent.title,Voice assistant,వాయిస్ అసిస్టెంట్,translated,
voice_agent.back,Back,వెనుకకు,translated,
voice_agent.intro,"Hi! Tell me what work you're looking for — for example, 'cook jobs near me'.",నమస్తే! మీరు ఎలాంటి పని వెతుకుతున్నారో చెప్పండి — ఉదాహరణకు 'నా దగ్గర వంట పని'.,translated,
voice_agent.tap_to_speak,Tap the mic and speak,మైక్ నొక్కి మాట్లాడండి,translated,
voice_agent.listening,Listening…,వింటోంది…,translated,
voice_agent.thinking,One moment…,ఒక్క క్షణం…,translated,
voice_agent.getting_location,Finding your location…,మీ స్థానాన్ని కనుగొంటోంది…,translated,
voice_agent.location_failed,Couldn't find your location. Turn on location to search for jobs.,మీ స్థానం దొరకలేదు. ఉద్యోగాలు వెతకడానికి లొకేషన్ ఆన్ చేయండి.,translated,
voice_agent.mic_unavailable,Voice input isn't available on this device. Type your request instead.,ఈ ఫోన్‌లో వాయిస్ ఇన్‌పుట్ అందుబాటులో లేదు. మీ అభ్యర్థనను టైప్ చేయండి.,translated,
voice_agent.type_placeholder,Type the work you want…,కావలసిన పనిని టైప్ చేయండి…,translated,
voice_agent.send,Send,పంపు,translated,
voice_agent.you_label,You,మీరు,translated,
voice_agent.assistant_label,Doondo,దూండో,translated,
voice_agent.card_apply,Apply,దరఖాస్తు చేయి,translated,
voice_agent.card_open,View job,ఉద్యోగం చూడు,translated,
voice_agent.card_applied,Applied,దరఖాస్తు చేశారు,translated,
voice_agent.a11y_mic,Voice assistant microphone,వాయిస్ అసిస్టెంట్ మైక్రోఫోన్,translated,
voice_agent.example_search,Cook jobs near me,నా దగ్గర వంట పని,translated,
voice_agent.example_apply,Apply to the first one,మొదటి దానికి దరఖాస్తు చేయి,translated,
voice_agent.example_interview,When is my interview?,,MISSING — needs translation,
voice_agent.example_messages,Read my messages,,MISSING — needs translation,
voice_agent.example_help,What can I say?,నేను ఏం చెప్పగలను?,translated,
voice_agent.reply.results_one,"I found 1 job nearby — {{job}}. Say 'apply to the first one' to apply, or ask for other work.","మీ దగ్గర 1 ఉద్యోగం దొరికింది — {{job}}. దరఖాస్తు చేయడానికి 'మొదటి దానికి దరఖాస్తు చేయి' అని చెప్పండి, లేదా వేరే పని అడగండి.",translated,
voice_agent.reply.results_many,"I found {{count}} jobs nearby. The first is {{job}}. Say 'apply to the first one', or ask for other work.","మీ దగ్గర {{count}} ఉద్యోగాలు దొరికాయి. మొదటిది {{job}}. 'మొదటి దానికి దరఖాస్తు చేయి' అని చెప్పండి, లేదా వేరే పని అడగండి.",translated,
voice_agent.reply.no_results,I couldn't find any jobs for that nearby. Try another kind of work.,దానికి దగ్గర్లో ఉద్యోగాలు దొరకలేదు. వేరే రకమైన పనిని ప్రయత్నించండి.,translated,
voice_agent.reply.applied,Done — you've applied to {{job}}. The employer will see your application.,అయిపోయింది — మీరు {{job}}కి దరఖాస్తు చేశారు. యజమాని మీ దరఖాస్తును చూస్తారు.,translated,
voice_agent.reply.already_applied,You had already applied to {{job}}. Try another job.,మీరు ఇప్పటికే {{job}}కి దరఖాస్తు చేశారు. వేరే ఉద్యోగాన్ని ప్రయత్నించండి.,translated,
voice_agent.reply.apply_failed,"Sorry, I couldn't send that application. Please open the job and apply from there.","క్షమించండి, ఆ దరఖాస్తును పంపలేకపోయాను. ఉద్యోగాన్ని తెరిచి అక్కడి నుండి దరఖాస్తు చేయండి.",translated,
voice_agent.reply.need_search_first,"Search for a job first, then say 'apply to the first one'.","ముందుగా ఒక ఉద్యోగాన్ని వెతకండి, తరువాత 'మొదటి దానికి దరఖాస్తు చేయి' అని చెప్పండి.",translated,
voice_agent.reply.help,"You can say things like 'driver jobs near me', 'apply to the first one', 'when is my interview', or 'read my messages'.","మీరు ఇలా చెప్పవచ్చు — 'నా దగ్గర డ్రైవర్ పని', లేదా 'మొదటి దానికి దరఖాస్తు చేయి'. మీరు ఎలాంటి పని వెతుకుతున్నారు?",translated,
voice_agent.reply.not_understood,"Sorry, I didn't catch that. Please say it again.","క్షమించండి, అర్థం కాలేదు. మళ్లీ చెప్పండి.",translated,
voice_agent.reply.nothing_to_repeat,There's nothing to repeat yet. Tell me what work you're looking for.,ఇప్పుడు మళ్లీ చెప్పడానికి ఏమీ లేదు. మీరు ఎలాంటి పని వెతుకుతున్నారో చెప్పండి.,translated,
voice_agent.reply.error,"Sorry, something went wrong. Check your connection and try again.","క్షమించండి, ఏదో పొరపాటు జరిగింది. మీ కనెక్షన్‌ను తనిఖీ చేసి మళ్లీ ప్రయత్నించండి.",translated,
voice_agent.reply.interview_upcoming,"You have an interview for {{job}} with {{employer}}, {{when}}.",,MISSING — needs translation,
voice_agent.reply.interview_none,You don't have any interviews scheduled right now.,,MISSING — needs translation,
voice_agent.reply.messages_one,{{sender}} said: {{body}},,MISSING — needs translation,
voice_agent.reply.messages_many,You have {{count}} recent messages. {{sender}} said: {{body}},,MISSING — needs translation,
voice_agent.reply.no_messages,You don't have any new messages from employers.,,MISSING — needs translation,
hire_share.brand,DOONDO,DOONDO,translated,
hire_share.fallback_role,New role,కొత్త పని,translated,
hire_share.fallback_employer,Doondo employer,డూండో యజమాని,translated,
hire_share.fallback_city,Nearby,దగ్గరలో,translated,
hire_share.fallback_role_caption,a new role,కొత్త పని,translated,
hire_share.fallback_employer_caption,an employer nearby,దగ్గరలోని యజమాని,translated,
hire_share.employer_verified,Verified employer,ధృవీకరించబడిన యజమాని,translated,
hire_share.employer_on_doondo,Employer on Doondo,డూండోలో యజమాని,translated,
hire_share.hired_by,HIRED BY,పని ఇచ్చినవారు,translated,
hire_share.title,I got hired.,నాకు పని దొరికింది.,translated,
hire_share.subtitle,{{name}} just landed {{role}} with {{employer}}.,{{name}}కు {{employer}} వద్ద {{role}} పని దొరికింది.,translated,
hire_share.role,ROLE,పాత్ర,translated,
hire_share.pay,PAY,జీతం,translated,
hire_share.city,CITY,నగరం,translated,
hire_share.moment,MOMENT,ఈ క్షణం,translated,
hire_share.worker,WORKER,కార్మికుడు,translated,
hire_share.date,DATE,తేదీ,translated,
hire_share.member_since,MEMBER SINCE,సభ్యుడైనది,translated,
hire_share.pay_confirmed,Pay confirmed,జీతం ఖరారు అయింది,translated,
hire_share.starts_label,STARTS,ప్రారంభం,translated,
hire_share.starts_today_at,"Starts today, {{time}}","ఈ రోజు ప్రారంభం, {{time}}",translated,
hire_share.starts_tomorrow_at,"Starts tomorrow, {{time}}","రేపు ప్రారంభం, {{time}}",translated,
hire_share.starts_on_at,"Starts {{day}}, {{time}}","{{day}} ప్రారంభం, {{time}}",translated,
hire_share.starts_time_only,Starts at {{time}},{{time}}కి ప్రారంభం,translated,
hire_share.trust_label,TRUST,నమ్మకం,translated,
hire_share.verified,Verified,ధృవీకరించబడింది,translated,
hire_share.profile_label,PROFILE,ప్రొఫైల్,translated,
hire_share.rating_label,RATING,రేటింగ్,translated,
hire_share.streak_label,STREAK,స్ట్రీక్,translated,
hire_share.streak_value,{{count}} days,{{count}} రోజులు,translated,
hire_share.recently,Recently,ఇటీవల,translated,
hire_share.celebration_title,You got hired.,మీకు పని దొరికింది.,translated,
hire_share.celebration_title_with_role,You got hired as {{role}}.,మీకు {{role}} పని దొరికింది.,translated,
hire_share.celebration_subtitle,"This is the moment worth remembering. Share it, save the details, and walk into the shift feeling chosen.","ఇది గుర్తుంచుకోవాల్సిన క్షణం. దీన్ని షేర్ చేయండి, సేవ్ చేయండి, తర్వాతి అడుగుకు నమ్మకంతో వెళ్లండి.",translated,
hire_share.employer_confirmed,Employer confirmed,యజమాని ధృవీకరించారు,translated,
hire_share.work_details_ready,Work details ready,పని వివరాలు సిద్ధంగా ఉన్నాయి,translated,
hire_share.share_title,I got hired on Doondo,నాకు Doondoలో పని దొరికింది,translated,
hire_share.share_variant_title,Choose a share format,షేర్ రూపాన్ని ఎంచుకోండి,translated,
hire_share.share_variant_body,"Use a story poster for Status, or a square poster for chat sharing.","Status కోసం story poster ఎంచుకోండి, లేదా chatలో పంపడానికి square poster ఎంచుకోండి.",translated,
hire_share.share_variant_story,Share to Status,Statusకి షేర్ చేయండి,translated,
hire_share.share_variant_square,Share in Chat,Chatలో షేర్ చేయండి,translated,
hire_share.save_variant_title,Choose a poster size,పోస్టర్ పరిమాణాన్ని ఎంచుకోండి,translated,
hire_share.save_variant_body,Pick the poster size you want to save to Photos.,Photosలో సేవ్ చేయాలనుకునే పోస్టర్ పరిమాణాన్ని ఎంచుకోండి.,translated,
hire_share.share_tone_title,Choose a card style,కార్డ్ శైలిని ఎంచుకోండి,translated,
hire_share.share_tone_body,Pick the version that fits where you're sending it.,మీరు పంపే చోటుకు సరిపోయే వెర్షన్‌ను ఎంచుకోండి.,translated,
hire_share.share_tone_proud,Proud,గర్వంగా,translated,
hire_share.share_tone_professional,Professional,వృత్తిపరమైన,translated,
hire_share.share_tone_family,Family-safe,కుటుంబానికి సరిపోయే,translated,
hire_share.save_to_photos,Save to Photos,Photosలో సేవ్ చేయండి,translated,
hire_share.share_caption,I got hired on Doondo as {{role}} with {{employer}}.,నాకు Doondoలో {{employer}} వద్ద {{role}} పని దొరికింది.,translated,
hire_share.share_caption_with_area,I got hired on Doondo as {{role}} with {{employer}} in {{area}}.,నాకు Doondoలో {{area}}లో {{employer}} వద్ద {{role}} పని దొరికింది.,translated,
hire_share.share_caption_professional,{{name}} was hired on Doondo as {{role}} with {{employer}}.,{{name}}కి Doondoలో {{employer}} వద్ద {{role}} పని దొరికింది.,translated,
hire_share.share_caption_professional_with_area,{{name}} was hired on Doondo as {{role}} with {{employer}} in {{area}}.,{{name}}కి Doondoలో {{area}}లో {{employer}} వద్ద {{role}} పని దొరికింది.,translated,
hire_share.share_caption_family,Good news: {{name}} got hired on Doondo as {{role}} with {{employer}}.,శుభవార్త: {{name}}కి Doondoలో {{employer}} వద్ద {{role}} పని దొరికింది.,translated,
hire_share.share_caption_family_with_area,Good news: {{name}} got hired on Doondo as {{role}} with {{employer}} in {{area}}.,శుభవార్త: {{name}}కి Doondoలో {{area}}లో {{employer}} వద్ద {{role}} పని దొరికింది.,translated,
hire_share.caption_copied_title,Caption copied,క్యాప్షన్ కాపీ అయింది,translated,
hire_share.caption_copied_body,"Your share caption is copied and ready to paste into WhatsApp, Status, or any story app.","మీ క్యాప్షన్ కాపీ అయింది. దాన్ని ఇప్పుడు WhatsApp, Status లేదా ఏ story appలోనైనా పేస్ట్ చేయవచ్చు.",translated,
hire_share.save_success_title,Poster saved,పోస్టర్ సేవ్ అయింది,translated,
hire_share.save_success_body,Your hire poster is now saved in Photos.,మీ hire poster ఇప్పుడు Photosలో సేవ్ అయింది.,translated,
hire_share.save_permission_title,Photos permission needed,Photos అనుమతి అవసరం,translated,
hire_share.save_permission_body,Allow photo library access to save this poster to your gallery.,ఈ posterను galleryలో సేవ్ చేయడానికి photo library access ఇవ్వండి.,translated,
hire_share.save_error_title,Couldn't save poster,పోస్టర్ సేవ్ కాలేదు,translated,
hire_share.save_error_body,Please try again in a moment.,దయచేసి కొద్దిసేపటి తర్వాత మళ్లీ ప్రయత్నించండి.,translated,
hire_share.notify_family,Notify family,కుటుంబానికి చెప్పండి,translated,
hire_share.notify_family_empty_title,Add your Trust Circle first,ముందు మీ Trust Circleను జోడించండి,translated,
hire_share.notify_family_empty_body,Save a family member or trusted contact in Trust Circle to share this hiring moment by SMS.,ఈ ఉద్యోగ ఆనందాన్ని SMS ద్వారా పంచుకోవడానికి Trust Circleలో కుటుంబం లేదా నమ్మకమైన సంప్రదింపును సేవ్ చేయండి.,translated,
hire_share.notify_family_error_title,Couldn't open SMS,SMS తెరవలేకపోయాము,translated,
hire_share.notify_family_error_body,Please try again or contact your family directly.,దయచేసి మళ్లీ ప్రయత్నించండి లేదా మీ కుటుంబాన్ని నేరుగా సంప్రదించండి.,translated,
hire_share.notify_family_name_fallback,Your family member,మీ ఇంటివారు,translated,
hire_share.notify_family_message,{{name}} just got hired on Doondo as {{role}} with {{employer}}.,{{name}}కి Doondoలో {{employer}} వద్ద {{role}} పని దొరికింది.,translated,
hire_share.notify_family_message_with_area,{{name}} just got hired on Doondo as {{role}} with {{employer}} in {{area}}.,{{name}}కి Doondoలో {{area}}లో {{employer}} వద్ద {{role}} పని దొరికింది.,translated,
hire_share.tone.proud.brand,DOONDO,DOONDO,translated,
hire_share.tone.proud.eyebrow,PROUD MOMENT,గర్వ క్షణం,translated,
hire_share.tone.proud.moment_copy,"A better job, a stronger week, and one more reason to keep going.","మంచి పని, బలమైన వారం, ముందుకు సాగడానికి ఇంకో కారణం.",translated,
hire_share.tone.professional.brand,DOONDO VERIFIED,DOONDO VERIFIED,translated,
hire_share.tone.professional.eyebrow,WORK UPDATE,పని అప్డేట్,translated,
hire_share.tone.professional.title,Now hired as {{role}}.,ఇప్పుడు {{role}}గా నియమితులయ్యారు.,translated,
hire_share.tone.professional.subtitle,{{name}} is ready to start with {{employer}}.,{{name}} ఇప్పుడు {{employer}} వద్ద పని ప్రారంభించడానికి సిద్ధంగా ఉన్నారు.,translated,
hire_share.tone.professional.moment_label,READY,సిద్ధం,translated,
hire_share.tone.professional.moment_copy,"Verified effort, real work history, and trust signals helped secure this role.","ధృవీకరించిన శ్రమ, నిజమైన పని చరిత్ర, నమ్మక సంకేతాలు ఈ అవకాశాన్ని తెచ్చాయి.",translated,
hire_share.tone.family.brand,GOOD NEWS,శుభవార్త,translated,
hire_share.tone.family.eyebrow,HOME UPDATE,ఇంటి సమాచారం,translated,
hire_share.tone.family.title,Good news from work.,పని నుంచి మంచి వార్త.,translated,
hire_share.tone.family.subtitle,{{name}} has been hired for {{role}} with {{employer}}.,{{name}}కి {{employer}} వద్ద {{role}} పని దొరికింది.,translated,
hire_share.tone.family.moment_label,NEXT STEP,తదుపరి అడుగు,translated,
hire_share.tone.family.moment_copy,The job is confirmed and the next work details are ready.,"పని ఖరారైంది, తర్వాతి వివరాలు సిద్ధంగా ఉన్నాయి.",translated,
hire_share.theme.kitchen.eyebrow,KITCHEN WIN,వంటగది విజయం,translated,
hire_share.theme.kitchen.moment,"From prep to service, the work spoke for itself and the next shift just got brighter.","సిద్ధం చేయడం నుంచి వడ్డించడం వరకు, మీ పని తానే మాట్లాడింది; తదుపరి షిఫ్ట్ ఇంకా వెలిగింది.",translated,
hire_share.theme.driver.eyebrow,ON THE MOVE,ముందుకు ప్రయాణం,translated,
hire_share.theme.driver.moment,"A new route, steadier earnings, and a stronger road ahead starting now.","కొత్త రూట్, స్థిరమైన ఆదాయం, ఇంకా బలమైన ముందడుగు ఇప్పుడు మొదలైంది.",translated,
hire_share.theme.trade.eyebrow,TRADE POWER,ట్రేడ్ శక్తి,translated,
hire_share.theme.trade.moment,"Hands-on skill turned into real momentum, with better work and better trust unlocked.","చేతి నైపుణ్యం ఇప్పుడు నిజమైన ముందడుగుగా మారింది, మెరుగైన పని మరియు ఎక్కువ నమ్మకంతో.",translated,
hire_share.theme.craft.eyebrow,CRAFT SHINES,కళ మెరిసింది,translated,
hire_share.theme.craft.moment,"Creative work just turned into a paid step up, with your style doing the talking.",మీ సృజనాత్మక పని ఇప్పుడు జీతం వచ్చే తదుపరి అడుగుగా మారింది; మీ శైలే మాట్లాడింది.,translated,
hire_share.theme.default.eyebrow,HIRED,పని దొరికింది,translated,
hire_share.theme.default.moment,"A better job, a stronger week, and one more reason to keep going.","మంచి పని, బలమైన వారం, ముందుకు సాగడానికి ఇంకో కారణం.",translated,
women.back,Back,వెనుకకు,translated,
women.hub_title,Doondo for Women,మహిళల కోసం దూండో,translated,
women.intro_title,A safer way to find work,పని వెతకడానికి సురక్షితమైన మార్గం,translated,
women.intro_body,"Doondo for Women helps you find workplaces that have thought about your safety — separate facilities, day shifts, safe transport and more.","మహిళల కోసం దూండో, మీ భద్రతను దృష్టిలో ఉంచుకున్న పనిప్రదేశాలను కనుగొనడంలో సహాయపడుతుంది — ప్రత్యేక సౌకర్యాలు, పగటి షిఫ్ట్, సురక్షిత ప్రయాణం మరియు మరిన్ని.",translated,
women.mode_title,Women's Mode,మహిళల మోడ్,translated,
women.mode_desc,Show only women-safe jobs across the app. You can turn this off any time.,యాప్ అంతటా మహిళలకు సురక్షితమైన ఉద్యోగాలను మాత్రమే చూపించు. మీరు దీన్ని ఎప్పుడైనా ఆఫ్ చేయవచ్చు.,translated,
women.safe_jobs_title,Women-safe jobs near you,మీ దగ్గర మహిళలకు సురక్షితమైన ఉద్యోగాలు,translated,
women.location_needed,Turn on location to see women-safe jobs near you.,మీ దగ్గర మహిళలకు సురక్షితమైన ఉద్యోగాలు చూడటానికి లొకేషన్ ఆన్ చేయండి.,translated,
women.safe_jobs_empty,No women-safe jobs nearby yet. Check back soon.,దగ్గర్లో ఇంకా మహిళలకు సురక్షితమైన ఉద్యోగాలు లేవు. కొద్దిసేపటి తర్వాత చూడండి.,translated,
women.guidance_title,Staying safe at work,పనిలో సురక్షితంగా ఉండటం,translated,
women.tools_title,Safety tools,భద్రతా సాధనాలు,translated,
women.disclaimer,"These women-safety signals are declared by employers, not verified by Doondo. Trust your judgement.","ఈ మహిళా-భద్రతా సంకేతాలను యజమానులు ప్రకటించారు, దూండో ధృవీకరించలేదు. మీ విచక్షణను నమ్మండి.",translated,
women.badge_label,Women-safe,మహిళలకు సురక్షితం,translated,
women.panel_title,For women workers,మహిళా కార్మికుల కోసం,translated,
women.post_section,Women at work,పనిలో మహిళలు,translated,
women.post_hint,Tell women workers what your workplace offers. Each is optional — only tick what is true.,మీ పనిప్రదేశం ఏమి అందిస్తుందో మహిళా కార్మికులకు చెప్పండి. ప్రతిది ఐచ్ఛికం — నిజమైనవి మాత్రమే గుర్తించండి.,translated,
women.menu_label,Doondo for Women,మహిళల కోసం దూండో,translated,
women.menu_subtitle,"Women-safe jobs, safety tools and guidance","మహిళలకు సురక్షితమైన ఉద్యోగాలు, భద్రతా సాధనాలు, మార్గదర్శనం",translated,
women.tool_sos_label,Emergency SOS,అత్యవసర SOS,translated,
women.tool_sos_desc,Alert your Trust Circle and nearby helpers fast,"మీ ట్రస్ట్ సర్కిల్‌ను, దగ్గర్లోని సహాయకులను వెంటనే హెచ్చరించండి",translated,
women.tool_trust_circle_label,Trust Circle,ట్రస్ట్ సర్కిల్,translated,
women.tool_trust_circle_desc,Pick the people who get your SOS alert,మీ SOS హెచ్చరిక ఎవరికి చేరాలో ఎంచుకోండి,translated,
women.signal.separateFacilities,"Separate, clean toilets and rest space for women","మహిళల కోసం ప్రత్యేక, శుభ్రమైన మరుగుదొడ్లు, విశ్రాంతి స్థలం",translated,
women.signal.womenOnTeam,Women already work in this role,ఈ పనిలో ఇప్పటికే మహిళలు పనిచేస్తున్నారు,translated,
women.signal.dayShiftOnly,Day shift only — no night work,పగటి షిఫ్ట్ మాత్రమే — రాత్రి పని లేదు,translated,
women.signal.safeTransport,Transport provided or a safe commute,రవాణా అందించబడుతుంది లేదా సురక్షిత ప్రయాణం,translated,
women.signal.harassmentPolicy,Has a harassment-redressal process,వేధింపుల ఫిర్యాదు పరిష్కార ప్రక్రియ ఉంది,translated,
women.tip.know_rights_title,Know your rights,మీ హక్కులను తెలుసుకోండి,translated,
women.tip.know_rights_body,"Equal pay, a safe workplace and a harassment committee are your legal right. Asking about them is normal.","సమాన వేతనం, సురక్షితమైన పనిప్రదేశం, వేధింపుల కమిటీ — ఇవి మీ చట్టపరమైన హక్కు. వీటి గురించి అడగడం సహజం.",translated,
women.tip.trusted_contact_title,Tell someone your plan,మీ ప్రణాళికను ఎవరికైనా చెప్పండి,translated,
women.tip.trusted_contact_body,Share where you're working and your timings with a family member or friend you trust.,"మీరు ఎక్కడ పనిచేస్తున్నారో, మీ సమయాలు ఏమిటో నమ్మకమైన కుటుంబ సభ్యుడికి లేదా స్నేహితుడికి చెప్పండి.",translated,
women.tip.safe_commute_title,Plan a safe commute,సురక్షిత ప్రయాణాన్ని ప్రణాళిక చేయండి,translated,
women.tip.safe_commute_body,Prefer well-lit routes and busy hours. Note the workplace's address before your first day.,"బాగా వెలుతురు ఉన్న మార్గాలను, రద్దీ సమయాలను ఎంచుకోండి. మొదటి రోజుకు ముందు పనిప్రదేశ చిరునామాను గుర్తుంచుకోండి.",translated,
women.tip.trust_instincts_title,Trust your instincts,మీ అంతరాత్మను నమ్మండి,translated,
women.tip.trust_instincts_body,"If a workplace feels unsafe, you can leave. Use SOS and your Trust Circle if you ever need help.","ఒక పనిప్రదేశం సురక్షితం కాదని అనిపిస్తే, మీరు వెళ్లిపోవచ్చు. సహాయం అవసరమైతే SOS, మీ ట్రస్ట్ సర్కిల్‌ను ఉపయోగించండి.",translated,
reels.back,Back,వెనుకకు,translated,
reels.contact_cta,Contact,,MISSING — needs translation,
reels.record_title,My intro reel,నా పరిచయ రీల్,translated,
reels.intro_title,Record a 30-second intro,30 సెకన్ల పరిచయాన్ని రికార్డ్ చేయండి,translated,
