key,english_source,current_kannada_translation,status,reviewer_notes
hire_share.pay_confirmed,Pay confirmed,ವೇತನ ದೃಢವಾಗಿದೆ,translated,
hire_share.starts_label,STARTS,ಆರಂಭ,translated,
hire_share.starts_today_at,"Starts today, {{time}}","ಇಂದು ಆರಂಭ, {{time}}",translated,
hire_share.starts_tomorrow_at,"Starts tomorrow, {{time}}","ನಾಳೆ ಆರಂಭ, {{time}}",translated,
hire_share.starts_on_at,"Starts {{day}}, {{time}}","{{day}} ಆರಂಭ, {{time}}",translated,
hire_share.starts_time_only,Starts at {{time}},{{time}}ಕ್ಕೆ ಆರಂಭ,translated,
hire_share.trust_label,TRUST,ನಂಬಿಕೆ,translated,
hire_share.verified,Verified,ಪರಿಶೀಲಿತ,translated,
hire_share.profile_label,PROFILE,ಪ್ರೊಫೈಲ್,translated,
hire_share.rating_label,RATING,ರೇಟಿಂಗ್,translated,
hire_share.streak_label,STREAK,ಲಯ,translated,
hire_share.streak_value,{{count}} days,{{count}} ದಿನಗಳು,translated,
hire_share.recently,Recently,ಇತ್ತೀಚೆಗೆ,translated,
hire_share.celebration_title,You got hired.,ನಿಮಗೆ ಕೆಲಸ ಸಿಕ್ಕಿತು.,translated,
hire_share.celebration_title_with_role,You got hired as {{role}}.,ನಿಮಗೆ {{role}} ಕೆಲಸ ಸಿಕ್ಕಿತು.,translated,
hire_share.celebration_subtitle,"This is the moment worth remembering. Share it, save the details, and walk into the shift feeling chosen.","ಇದು ನೆನಪಿಡಬೇಕಾದ ಕ್ಷಣ. ಇದನ್ನು ಹಂಚಿಕೊಳ್ಳಿ, ಉಳಿಸಿ, ಮತ್ತು ಮುಂದಿನ ಹೆಜ್ಜೆಗೆ ಆತ್ಮವಿಶ್ವಾಸದಿಂದ ಹೋಗಿ.",translated,
hire_share.employer_confirmed,Employer confirmed,ಉದ್ಯೋಗದಾತ ದೃಢಪಡಿಸಿದ್ದಾರೆ,translated,
hire_share.work_details_ready,Work details ready,ಕೆಲಸದ ವಿವರಗಳು ಸಿದ್ಧ,translated,
hire_share.share_title,I got hired on Doondo,ನನಗೆ Doondo ನಲ್ಲಿ ಕೆಲಸ ಸಿಕ್ಕಿತು,translated,
hire_share.share_variant_title,Choose a share format,ಹಂಚುವ ರೂಪವನ್ನು ಆಯ್ಕೆಮಾಡಿ,translated,
hire_share.share_variant_body,"Use a story poster for Status, or a square poster for chat sharing.","Statusಗಾಗಿ story poster ಆಯ್ಕೆಮಾಡಿ, ಅಥವಾ chat ಹಂಚಿಕೆಗೆ square poster ಆಯ್ಕೆಮಾಡಿ.",translated,
hire_share.share_variant_story,Share to Status,Statusಗೆ ಹಂಚಿ,translated,
hire_share.share_variant_square,Share in Chat,Chatಗೆ ಹಂಚಿ,translated,
hire_share.save_variant_title,Choose a poster size,ಪೋಸ್ಟರ್ ಗಾತ್ರವನ್ನು ಆಯ್ಕೆಮಾಡಿ,translated,
hire_share.save_variant_body,Pick the poster size you want to save to Photos.,Photosಗೆ ಉಳಿಸಬೇಕಾದ ಪೋಸ್ಟರ್ ಗಾತ್ರವನ್ನು ಆಯ್ಕೆಮಾಡಿ.,translated,
hire_share.share_tone_title,Choose a card style,ಕಾರ್ಡ್ ಶೈಲಿಯನ್ನು ಆಯ್ಕೆಮಾಡಿ,translated,
hire_share.share_tone_body,Pick the version that fits where you're sending it.,ನೀವು ಕಳುಹಿಸುವ ಸ್ಥಳಕ್ಕೆ ಸರಿಹೊಂದುವ ರೂಪವನ್ನು ಆಯ್ಕೆಮಾಡಿ.,translated,
hire_share.share_tone_proud,Proud,ಹೆಮ್ಮೆ,translated,
hire_share.share_tone_professional,Professional,ವೃತ್ತಿಪರ,translated,
hire_share.share_tone_family,Family-safe,ಕುಟುಂಬಕ್ಕೆ ಸುರಕ್ಷಿತ,translated,
hire_share.save_to_photos,Save to Photos,Photosಗೆ ಉಳಿಸಿ,translated,
hire_share.share_caption,I got hired on Doondo as {{role}} with {{employer}}.,ನನಗೆ Doondo ನಲ್ಲಿ {{employer}} ಜೊತೆ {{role}} ಕೆಲಸ ಸಿಕ್ಕಿತು.,translated,
hire_share.share_caption_with_area,I got hired on Doondo as {{role}} with {{employer}} in {{area}}.,ನನಗೆ Doondo ನಲ್ಲಿ {{area}} ನಲ್ಲಿ {{employer}} ಜೊತೆ {{role}} ಕೆಲಸ ಸಿಕ್ಕಿತು.,translated,
hire_share.share_caption_professional,{{name}} was hired on Doondo as {{role}} with {{employer}}.,{{name}} ಅವರಿಗೆ Doondoನಲ್ಲಿ {{employer}} ಜೊತೆ {{role}} ಕೆಲಸ ಸಿಕ್ಕಿದೆ.,translated,
hire_share.share_caption_professional_with_area,{{name}} was hired on Doondo as {{role}} with {{employer}} in {{area}}.,{{name}} ಅವರಿಗೆ Doondoನಲ್ಲಿ {{area}} ನಲ್ಲಿ {{employer}} ಜೊತೆ {{role}} ಕೆಲಸ ಸಿಕ್ಕಿದೆ.,translated,
hire_share.share_caption_family,Good news: {{name}} got hired on Doondo as {{role}} with {{employer}}.,ಶುಭ ಸುದ್ದಿ: {{name}} ಅವರಿಗೆ Doondoನಲ್ಲಿ {{employer}} ಜೊತೆ {{role}} ಕೆಲಸ ಸಿಕ್ಕಿದೆ.,translated,
hire_share.share_caption_family_with_area,Good news: {{name}} got hired on Doondo as {{role}} with {{employer}} in {{area}}.,ಶುಭ ಸುದ್ದಿ: {{name}} ಅವರಿಗೆ Doondoನಲ್ಲಿ {{area}} ನಲ್ಲಿ {{employer}} ಜೊತೆ {{role}} ಕೆಲಸ ಸಿಕ್ಕಿದೆ.,translated,
hire_share.caption_copied_title,Caption copied,ಕ್ಯಾಪ್ಶನ್ ನಕಲಿಸಲಾಗಿದೆ,translated,
hire_share.caption_copied_body,"Your share caption is copied and ready to paste into WhatsApp, Status, or any story app.","ನಿಮ್ಮ ಕ್ಯಾಪ್ಶನ್ ನಕಲಿಸಲಾಗಿದೆ. ಅದನ್ನು ಈಗ WhatsApp, Status ಅಥವಾ story app ನಲ್ಲಿ ಅಂಟಿಸಬಹುದು.",translated,
hire_share.save_success_title,Poster saved,ಪೋಸ್ಟರ್ ಉಳಿಸಲಾಗಿದೆ,translated,
hire_share.save_success_body,Your hire poster is now saved in Photos.,ನಿಮ್ಮ hire poster ಈಗ Photos ನಲ್ಲಿ ಉಳಿಸಲಾಗಿದೆ.,translated,
hire_share.save_permission_title,Photos permission needed,Photos ಅನುಮತಿ ಬೇಕು,translated,
hire_share.save_permission_body,Allow photo library access to save this poster to your gallery.,ಈ poster ಅನ್ನು galleryಗೆ ಉಳಿಸಲು photo library access ನೀಡಿ.,translated,
hire_share.save_error_title,Couldn't save poster,ಪೋಸ್ಟರ್ ಉಳಿಸಲಾಗಲಿಲ್ಲ,translated,
hire_share.save_error_body,Please try again in a moment.,ದಯವಿಟ್ಟು ಸ್ವಲ್ಪ ಸಮಯದ ನಂತರ ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ.,translated,
hire_share.notify_family,Notify family,ಕುಟುಂಬಕ್ಕೆ ತಿಳಿಸಿ,translated,
hire_share.notify_family_empty_title,Add your Trust Circle first,ಮೊದಲು ನಿಮ್ಮ Trust Circle ಸೇರಿಸಿ,translated,
hire_share.notify_family_empty_body,Save a family member or trusted contact in Trust Circle to share this hiring moment by SMS.,ಈ ಕೆಲಸದ ಸಂತೋಷವನ್ನು SMS ಮೂಲಕ ಹಂಚಲು Trust Circleನಲ್ಲಿ ಕುಟುಂಬದವರು ಅಥವಾ ನಂಬಿಕೆಯ ಸಂಪರ್ಕವನ್ನು ಉಳಿಸಿ.,translated,
hire_share.notify_family_error_title,Couldn't open SMS,SMS ತೆರೆಯಲಾಗಲಿಲ್ಲ,translated,
hire_share.notify_family_error_body,Please try again or contact your family directly.,ದಯವಿಟ್ಟು ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ ಅಥವಾ ನಿಮ್ಮ ಕುಟುಂಬವನ್ನು ನೇರವಾಗಿ ಸಂಪರ್ಕಿಸಿ.,translated,
hire_share.notify_family_name_fallback,Your family member,ನಿಮ್ಮ ಮನೆಯವರು,translated,
hire_share.notify_family_message,{{name}} just got hired on Doondo as {{role}} with {{employer}}.,{{name}} ಅವರಿಗೆ Doondoನಲ್ಲಿ {{employer}} ಜೊತೆ {{role}} ಕೆಲಸ ಸಿಕ್ಕಿದೆ.,translated,
hire_share.notify_family_message_with_area,{{name}} just got hired on Doondo as {{role}} with {{employer}} in {{area}}.,{{name}} ಅವರಿಗೆ Doondoನಲ್ಲಿ {{area}} ನಲ್ಲಿ {{employer}} ಜೊತೆ {{role}} ಕೆಲಸ ಸಿಕ್ಕಿದೆ.,translated,
hire_share.tone.proud.brand,DOONDO,DOONDO,translated,
hire_share.tone.proud.eyebrow,PROUD MOMENT,ಹೆಮ್ಮೆಯ ಕ್ಷಣ,translated,
hire_share.tone.proud.moment_copy,"A better job, a stronger week, and one more reason to keep going.","ಉತ್ತಮ ಕೆಲಸ, ಬಲವಾದ ವಾರ, ಮತ್ತು ಮುಂದುವರಿಯಲು ಇನ್ನೊಂದು ಕಾರಣ.",translated,
hire_share.tone.professional.brand,DOONDO VERIFIED,DOONDO VERIFIED,translated,
hire_share.tone.professional.eyebrow,WORK UPDATE,ಕೆಲಸದ ಅಪ್ಡೇಟ್,translated,
hire_share.tone.professional.title,Now hired as {{role}}.,ಈಗ {{role}} ಆಗಿ ಹೈರ್ ಆಗಿದ್ದಾರೆ.,translated,
hire_share.tone.professional.subtitle,{{name}} is ready to start with {{employer}}.,{{name}} ಅವರು ಈಗ {{employer}} ಜೊತೆ ಕೆಲಸ ಆರಂಭಿಸಲು ಸಿದ್ಧರಾಗಿದ್ದಾರೆ.,translated,
hire_share.tone.professional.moment_label,READY,ಸಿದ್ಧ,translated,
hire_share.tone.professional.moment_copy,"Verified effort, real work history, and trust signals helped secure this role.","ಪರಿಶೀಲಿತ ಪರಿಶ್ರಮ, ನಿಜವಾದ ಕೆಲಸದ ಇತಿಹಾಸ ಮತ್ತು ನಂಬಿಕೆಯ ಸಂಕೇತಗಳು ಈ ಪಾತ್ರವನ್ನು ತಂದವು.",translated,
hire_share.tone.family.brand,GOOD NEWS,ಶುಭ ಸುದ್ದಿ,translated,
hire_share.tone.family.eyebrow,HOME UPDATE,ಮನೆಯ ಸುದ್ದಿ,translated,
hire_share.tone.family.title,Good news from work.,ಕೆಲಸದಿಂದ ಒಳ್ಳೆಯ ಸುದ್ದಿ.,translated,
hire_share.tone.family.subtitle,{{name}} has been hired for {{role}} with {{employer}}.,{{name}} ಅವರಿಗೆ {{employer}} ಜೊತೆ {{role}} ಕೆಲಸ ಸಿಕ್ಕಿದೆ.,translated,
hire_share.tone.family.moment_label,NEXT STEP,ಮುಂದಿನ ಹೆಜ್ಜೆ,translated,
hire_share.tone.family.moment_copy,The job is confirmed and the next work details are ready.,ಕೆಲಸ ದೃಢವಾಗಿದೆ ಮತ್ತು ಮುಂದಿನ ವಿವರಗಳು ಸಿದ್ಧವಾಗಿವೆ.,translated,
hire_share.theme.kitchen.eyebrow,KITCHEN WIN,ಅಡುಗೆ ಜಯ,translated,
hire_share.theme.kitchen.moment,"From prep to service, the work spoke for itself and the next shift just got brighter.","ತಯಾರಿಯಿಂದ ಬಡಿಸುವವರೆಗೂ, ಕೆಲಸವೇ ಮಾತಾಡಿತು ಮತ್ತು ಮುಂದಿನ ಶಿಫ್ಟ್ ಇನ್ನಷ್ಟು ಬೆಳಗಿತು.",translated,
hire_share.theme.driver.eyebrow,ON THE MOVE,ರಸ್ತೆಯಲ್ಲಿ ಮುಂದೆ,translated,
hire_share.theme.driver.moment,"A new route, steadier earnings, and a stronger road ahead starting now.","ಹೊಸ ರೂಟ್, ಸ್ಥಿರ ಆದಾಯ, ಮತ್ತು ಮುಂದೆ ಹೋಗುವ ದಾರಿ ಈಗ ಇನ್ನಷ್ಟು ಬಲವಾಗಿದೆ.",translated,
hire_share.theme.trade.eyebrow,TRADE POWER,ಟ್ರೇಡ್ ಶಕ್ತಿ,translated,
hire_share.theme.trade.moment,"Hands-on skill turned into real momentum, with better work and better trust unlocked.","ಕೈಕೆಲಸದ ಕೌಶಲ್ಯ ಈಗ ನಿಜವಾದ ಮುನ್ನಡೆಯಾಗಿ ಮಾರ್ಪಟ್ಟಿದೆ, ಉತ್ತಮ ಕೆಲಸ ಮತ್ತು ಹೆಚ್ಚು ನಂಬಿಕೆಯೊಂದಿಗೆ.",translated,
hire_share.theme.craft.eyebrow,CRAFT SHINES,ಕಲೆ ಹೊಳೆಯಿತು,translated,
hire_share.theme.craft.moment,"Creative work just turned into a paid step up, with your style doing the talking.","ಸೃಜನಾತ್ಮಕ ಕೆಲಸ ಈಗ ಆದಾಯ ನೀಡುವ ಮುಂದಿನ ಹೆಜ್ಜೆಯಾಗಿದೆ, ನಿಮ್ಮ ಶೈಲಿಯೇ ಮಾತನಾಡಿದೆ.",translated,
hire_share.theme.default.eyebrow,HIRED,ಕೆಲಸ ಸಿಕ್ಕಿತು,translated,
hire_share.theme.default.moment,"A better job, a stronger week, and one more reason to keep going.","ಉತ್ತಮ ಕೆಲಸ, ಬಲವಾದ ವಾರ, ಮತ್ತು ಮುಂದುವರಿಯಲು ಇನ್ನೊಂದು ಕಾರಣ.",translated,
women.back,Back,ಹಿಂದೆ,translated,
women.hub_title,Doondo for Women,ಮಹಿಳೆಯರಿಗಾಗಿ ದೂಂಡೋ,translated,
women.intro_title,A safer way to find work,ಕೆಲಸ ಹುಡುಕಲು ಸುರಕ್ಷಿತ ಮಾರ್ಗ,translated,
women.intro_body,"Doondo for Women helps you find workplaces that have thought about your safety — separate facilities, day shifts, safe transport and more.","ಮಹಿಳೆಯರಿಗಾಗಿ ದೂಂಡೋ, ನಿಮ್ಮ ಸುರಕ್ಷತೆಯ ಬಗ್ಗೆ ಯೋಚಿಸಿರುವ ಕೆಲಸದ ಸ್ಥಳಗಳನ್ನು ಹುಡುಕಲು ಸಹಾಯ ಮಾಡುತ್ತದೆ — ಪ್ರತ್ಯೇಕ ಸೌಲಭ್ಯಗಳು, ಹಗಲು ಶಿಫ್ಟ್, ಸುರಕ್ಷಿತ ಪ್ರಯಾಣ ಮತ್ತು ಹೆಚ್ಚು.",translated,
women.mode_title,Women's Mode,ಮಹಿಳಾ ಮೋಡ್,translated,
women.mode_desc,Show only women-safe jobs across the app. You can turn this off any time.,ಆ್ಯಪ್ ಪೂರ್ತಿ ಮಹಿಳೆಯರಿಗೆ ಸುರಕ್ಷಿತ ಕೆಲಸಗಳನ್ನು ಮಾತ್ರ ತೋರಿಸಿ. ಇದನ್ನು ಯಾವಾಗ ಬೇಕಾದರೂ ಆಫ್ ಮಾಡಬಹುದು.,translated,
women.safe_jobs_title,Women-safe jobs near you,ನಿಮ್ಮ ಹತ್ತಿರ ಮಹಿಳೆಯರಿಗೆ ಸುರಕ್ಷಿತ ಕೆಲಸಗಳು,translated,
women.location_needed,Turn on location to see women-safe jobs near you.,ನಿಮ್ಮ ಹತ್ತಿರದ ಮಹಿಳೆಯರಿಗೆ ಸುರಕ್ಷಿತ ಕೆಲಸಗಳನ್ನು ನೋಡಲು ಲೊಕೇಶನ್ ಆನ್ ಮಾಡಿ.,translated,
women.safe_jobs_empty,No women-safe jobs nearby yet. Check back soon.,ಹತ್ತಿರದಲ್ಲಿ ಇನ್ನೂ ಮಹಿಳೆಯರಿಗೆ ಸುರಕ್ಷಿತ ಕೆಲಸಗಳಿಲ್ಲ. ಸ್ವಲ್ಪ ಸಮಯದ ನಂತರ ನೋಡಿ.,translated,
women.guidance_title,Staying safe at work,ಕೆಲಸದಲ್ಲಿ ಸುರಕ್ಷಿತವಾಗಿರುವುದು,translated,
women.tools_title,Safety tools,ಸುರಕ್ಷತಾ ಸಾಧನಗಳು,translated,
women.disclaimer,"These women-safety signals are declared by employers, not verified by Doondo. Trust your judgement.","ಈ ಮಹಿಳಾ-ಸುರಕ್ಷತಾ ಸಂಕೇತಗಳನ್ನು ಉದ್ಯೋಗದಾತರು ಘೋಷಿಸಿದ್ದಾರೆ, ದೂಂಡೋ ಪರಿಶೀಲಿಸಿಲ್ಲ. ನಿಮ್ಮ ವಿವೇಚನೆಯನ್ನು ನಂಬಿ.",translated,
women.badge_label,Women-safe,ಮಹಿಳೆಯರಿಗೆ ಸುರಕ್ಷಿತ,translated,
women.panel_title,For women workers,ಮಹಿಳಾ ಕಾರ್ಮಿಕರಿಗಾಗಿ,translated,
women.post_section,Women at work,ಕೆಲಸದಲ್ಲಿ ಮಹಿಳೆಯರು,translated,
women.post_hint,Tell women workers what your workplace offers. Each is optional — only tick what is true.,ನಿಮ್ಮ ಕೆಲಸದ ಸ್ಥಳ ಏನು ನೀಡುತ್ತದೆ ಎಂದು ಮಹಿಳಾ ಕಾರ್ಮಿಕರಿಗೆ ತಿಳಿಸಿ. ಪ್ರತಿಯೊಂದೂ ಐಚ್ಛಿಕ — ನಿಜವಾದದ್ದನ್ನು ಮಾತ್ರ ಗುರುತಿಸಿ.,translated,
women.menu_label,Doondo for Women,ಮಹಿಳೆಯರಿಗಾಗಿ ದೂಂಡೋ,translated,
women.menu_subtitle,"Women-safe jobs, safety tools and guidance","ಮಹಿಳೆಯರಿಗೆ ಸುರಕ್ಷಿತ ಕೆಲಸಗಳು, ಸುರಕ್ಷತಾ ಸಾಧನಗಳು, ಮಾರ್ಗದರ್ಶನ",translated,
women.tool_sos_label,Emergency SOS,ತುರ್ತು SOS,translated,
women.tool_sos_desc,Alert your Trust Circle and nearby helpers fast,ನಿಮ್ಮ ಟ್ರಸ್ಟ್ ಸರ್ಕಲ್ ಮತ್ತು ಹತ್ತಿರದ ಸಹಾಯಕರನ್ನು ಬೇಗ ಎಚ್ಚರಿಸಿ,translated,
women.tool_trust_circle_label,Trust Circle,ಟ್ರಸ್ಟ್ ಸರ್ಕಲ್,translated,
women.tool_trust_circle_desc,Pick the people who get your SOS alert,ನಿಮ್ಮ SOS ಎಚ್ಚರಿಕೆ ಯಾರಿಗೆ ತಲುಪಬೇಕು ಎಂದು ಆರಿಸಿ,translated,
women.signal.separateFacilities,"Separate, clean toilets and rest space for women","ಮಹಿಳೆಯರಿಗೆ ಪ್ರತ್ಯೇಕ, ಸ್ವಚ್ಛ ಶೌಚಾಲಯ ಮತ್ತು ವಿಶ್ರಾಂತಿ ಸ್ಥಳ",translated,
women.signal.womenOnTeam,Women already work in this role,ಈ ಕೆಲಸದಲ್ಲಿ ಈಗಾಗಲೇ ಮಹಿಳೆಯರು ಕೆಲಸ ಮಾಡುತ್ತಿದ್ದಾರೆ,translated,
women.signal.dayShiftOnly,Day shift only — no night work,ಹಗಲು ಶಿಫ್ಟ್ ಮಾತ್ರ — ರಾತ್ರಿ ಕೆಲಸವಿಲ್ಲ,translated,
women.signal.safeTransport,Transport provided or a safe commute,ಸಾರಿಗೆ ಒದಗಿಸಲಾಗಿದೆ ಅಥವಾ ಸುರಕ್ಷಿತ ಪ್ರಯಾಣ,translated,
women.signal.harassmentPolicy,Has a harassment-redressal process,ಕಿರುಕುಳ ದೂರು ಪರಿಹಾರ ಪ್ರಕ್ರಿಯೆ ಇದೆ,translated,
women.tip.know_rights_title,Know your rights,ನಿಮ್ಮ ಹಕ್ಕುಗಳನ್ನು ತಿಳಿಯಿರಿ,translated,
women.tip.know_rights_body,"Equal pay, a safe workplace and a harassment committee are your legal right. Asking about them is normal.","ಸಮಾನ ವೇತನ, ಸುರಕ್ಷಿತ ಕೆಲಸದ ಸ್ಥಳ, ಕಿರುಕುಳ ಸಮಿತಿ — ಇವು ನಿಮ್ಮ ಕಾನೂನು ಹಕ್ಕು. ಇವುಗಳ ಬಗ್ಗೆ ಕೇಳುವುದು ಸಹಜ.",translated,
women.tip.trusted_contact_title,Tell someone your plan,ನಿಮ್ಮ ಯೋಜನೆಯನ್ನು ಯಾರಿಗಾದರೂ ಹೇಳಿ,translated,
women.tip.trusted_contact_body,Share where you're working and your timings with a family member or friend you trust.,"ನೀವು ಎಲ್ಲಿ ಕೆಲಸ ಮಾಡುತ್ತಿದ್ದೀರಿ, ನಿಮ್ಮ ಸಮಯ ಏನು ಎಂಬುದನ್ನು ನಂಬಿಕೆಯ ಕುಟುಂಬ ಸದಸ್ಯ ಅಥವಾ ಸ್ನೇಹಿತರಿಗೆ ಹಂಚಿಕೊಳ್ಳಿ.",translated,
women.tip.safe_commute_title,Plan a safe commute,ಸುರಕ್ಷಿತ ಪ್ರಯಾಣವನ್ನು ಯೋಜಿಸಿ,translated,
women.tip.safe_commute_body,Prefer well-lit routes and busy hours. Note the workplace's address before your first day.,"ಚೆನ್ನಾಗಿ ಬೆಳಕಿರುವ ಮಾರ್ಗಗಳನ್ನು, ಜನದಟ್ಟಣೆಯ ಸಮಯವನ್ನು ಆರಿಸಿ. ಮೊದಲ ದಿನದ ಮೊದಲು ಕೆಲಸದ ಸ್ಥಳದ ವಿಳಾಸವನ್ನು ಗಮನಿಸಿ.",translated,
women.tip.trust_instincts_title,Trust your instincts,ನಿಮ್ಮ ಅಂತಃಪ್ರಜ್ಞೆಯನ್ನು ನಂಬಿ,translated,
women.tip.trust_instincts_body,"If a workplace feels unsafe, you can leave. Use SOS and your Trust Circle if you ever need help.","ಒಂದು ಕೆಲಸದ ಸ್ಥಳ ಅಸುರಕ್ಷಿತ ಎನಿಸಿದರೆ, ನೀವು ಹೊರಡಬಹುದು. ಸಹಾಯ ಬೇಕಿದ್ದರೆ SOS ಮತ್ತು ನಿಮ್ಮ ಟ್ರಸ್ಟ್ ಸರ್ಕಲ್ ಬಳಸಿ.",translated,
reels.back,Back,ಹಿಂದೆ,translated,
reels.contact_cta,Contact,,MISSING — needs translation,
reels.record_title,My intro reel,ನನ್ನ ಪರಿಚಯ ರೀಲ್,translated,
reels.intro_title,Record a 30-second intro,30 ಸೆಕೆಂಡ್ ಪರಿಚಯವನ್ನು ರೆಕಾರ್ಡ್ ಮಾಡಿ,translated,
reels.intro_body,"A short video lets employers see the real you — far more than a profile can. Speak naturally, like you would in person.","ಒಂದು ಚಿಕ್ಕ ವೀಡಿಯೊ, ಪ್ರೊಫೈಲ್‌ಗಿಂತ ಹೆಚ್ಚಾಗಿ ನಿಜವಾದ ನಿಮ್ಮನ್ನು ಉದ್ಯೋಗದಾತರಿಗೆ ತೋರಿಸುತ್ತದೆ. ಮುಖಾಮುಖಿ ಮಾತನಾಡುವಂತೆ ಸಹಜವಾಗಿ ಮಾತನಾಡಿ.",translated,
reels.tip_1,"Say your name, your trade and your years of experience","ನಿಮ್ಮ ಹೆಸರು, ನಿಮ್ಮ ಕೆಲಸ, ಎಷ್ಟು ವರ್ಷಗಳ ಅನುಭವ ಎಂದು ಹೇಳಿ",translated,
reels.tip_2,Find good light and a quiet spot — keep it under 30 seconds,ಒಳ್ಳೆಯ ಬೆಳಕು ಮತ್ತು ಶಾಂತ ಸ್ಥಳ ಆರಿಸಿ — 30 ಸೆಕೆಂಡ್‌ಗಳೊಳಗೆ ಇರಿಸಿ,translated,
reels.tip_3,End with the kind of work you're looking for,ನೀವು ಯಾವ ಕೆಲಸ ಹುಡುಕುತ್ತಿದ್ದೀರಿ ಎಂದು ಕೊನೆಯಲ್ಲಿ ಹೇಳಿ,translated,
reels.caption_label,Add a caption (optional),ಶೀರ್ಷಿಕೆ ಸೇರಿಸಿ (ಐಚ್ಛಿಕ),translated,
reels.caption_placeholder,"e.g. Electrician, 8 years, available now","ಉದಾ. ಎಲೆಕ್ಟ್ರಿಷಿಯನ್, 8 ವರ್ಷ, ಈಗ ಲಭ್ಯ",translated,
reels.upload,Upload reel,ರೀಲ್ ಅಪ್‌ಲೋಡ್ ಮಾಡಿ,translated,
reels.uploading,Uploading…,ಅಪ್‌ಲೋಡ್ ಆಗುತ್ತಿದೆ…,translated,
reels.retake,Retake,ಮತ್ತೆ ರೆಕಾರ್ಡ್ ಮಾಡಿ,translated,
reels.saved_note,Your reel is live — employers can see it in Hire Reels.,ನಿಮ್ಮ ರೀಲ್ ಲೈವ್ ಆಗಿದೆ — ಉದ್ಯೋಗದಾತರು ಹೈರ್ ರೀಲ್ಸ್‌ನಲ್ಲಿ ನೋಡಬಹುದು.,translated,
reels.record_again,Record again,ಮತ್ತೆ ರೆಕಾರ್ಡ್ ಮಾಡಿ,translated,
reels.remove,Remove reel,ರೀಲ್ ತೆಗೆದುಹಾಕಿ,translated,
reels.removing,Removing…,ತೆಗೆದುಹಾಕಲಾಗುತ್ತಿದೆ…,translated,
reels.record_camera,Record with camera,ಕ್ಯಾಮೆರಾದಿಂದ ರೆಕಾರ್ಡ್ ಮಾಡಿ,translated,
reels.choose_gallery,Choose from gallery,ಗ್ಯಾಲರಿಯಿಂದ ಆರಿಸಿ,translated,
reels.capture_failed,Couldn't capture the video. Please try again.,ವೀಡಿಯೊವನ್ನು ಸೆರೆಹಿಡಿಯಲಾಗಲಿಲ್ಲ. ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ.,translated,
reels.error_generic,Something went wrong. Please try again.,ಏನೋ ತಪ್ಪಾಗಿದೆ. ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ.,translated,
reels.feed_worker_fallback,Doondo worker,ದೂಂಡೋ ಕಾರ್ಮಿಕ,translated,
reels.feed_empty_title,No reels yet,ಇನ್ನೂ ರೀಲ್‌ಗಳಿಲ್ಲ,translated,
reels.feed_empty_body,Worker intro reels will appear here as people record them. Check back soon.,ಜನರು ರೆಕಾರ್ಡ್ ಮಾಡಿದಂತೆ ಕಾರ್ಮಿಕರ ಪರಿಚಯ ರೀಲ್‌ಗಳು ಇಲ್ಲಿ ಕಾಣಿಸುತ್ತವೆ. ಸ್ವಲ್ಪ ಸಮಯದ ನಂತರ ನೋಡಿ.,translated,
reels.feed_title,Hire Reels,ಹೈರ್ ರೀಲ್ಸ್,translated,
reels.feed_card_title,Discover talent in reels,ರೀಲ್‌ಗಳಲ್ಲಿ ಪ್ರತಿಭೆಯನ್ನು ಕಂಡುಕೊಳ್ಳಿ,translated,
reels.feed_card_subtitle,Swipe through worker intro videos,ಕಾರ್ಮಿಕರ ಪರಿಚಯ ವೀಡಿಯೊಗಳನ್ನು ಸ್ವೈಪ್ ಮಾಡಿ,translated,
reels.menu_label,My intro reel,ನನ್ನ ಪರಿಚಯ ರೀಲ್,translated,
reels.menu_subtitle,Record a short video for employers,ಉದ್ಯೋಗದಾತರಿಗಾಗಿ ಒಂದು ಚಿಕ್ಕ ವೀಡಿಯೊ ರೆಕಾರ್ಡ್ ಮಾಡಿ,translated,
reels.video_unavailable_title,Video unavailable,ವೀಡಿಯೊ ಲಭ್ಯವಿಲ್ಲ,translated,
reels.video_unavailable_body,This reel couldn't be loaded right now.,ಈ ರೀಲ್ ಈಗ ಲೋಡ್ ಆಗಲಿಲ್ಲ.,translated,
reels.video_loading,Loading reel…,ರೀಲ್ ಲೋಡ್ ಆಗುತ್ತಿದೆ…,translated,
smart_resume.card_title,Smart Resume,ಸ್ಮಾರ್ಟ್ ರೆಸ್ಯೂಮ್,translated,
smart_resume.card_body,"Get an AI-tailored version of your resume for this job — your skills and experience, retold to fit.","ಈ ಕೆಲಸಕ್ಕಾಗಿ ನಿಮ್ಮ ರೆಸ್ಯೂಮ್‌ನ AI-ಹೊಂದಿಸಿದ ಆವೃತ್ತಿಯನ್ನು ಪಡೆಯಿರಿ — ನಿಮ್ಮ ಕೌಶಲ್ಯ ಮತ್ತು ಅನುಭವ, ಈ ಕೆಲಸಕ್ಕೆ ತಕ್ಕಂತೆ.",translated,
